raw_addr,unit,dir,street_name,suffix,scrap
1011 W TAYLOR,1011,W,TAYLOR,,
1011 W WELLINGOTN,1011,W,WELLINGOTN,,
10120 S CRILLY,10120,S,CRILLY,,
10123 S CARPENTER,10123,S,CARPENTER,,
10124 S PRAIRIE,10124,S,PRAIRIE,,
10125 S AVE M,10125,S,M,,AVE
10125 S WALLACE,10125,S,WALLACE,,
10127 S HOXIE,10127,S,HOXIE,,
10127 S WINSTON,10127,S,WINSTON,,
10127 S YALE AVE,10127,S,YALE,AVE,
1012 E 47TH,1012,E,47TH,,
1012  MADISON,1012,,MADISON,,
1012 N ASHLAND AVE,1012,N,ASHLAND,AVE,
1012 N DEARBORN ST,1012,N,DEARBORN,ST,
1012 N MARSHFIELD,1012,N,MARSHFIELD,,
1012 N NOBLE,1012,N,NOBLE,,
1012 N OAKLEY,1012,N,OAKLEY,,
1012 N RUSH,1012,N,RUSH,,
1012 S RACINE,1012,S,RACINE,,
1012 W 111TH,1012,W,111TH,,
1012 W 34TH PL,1012,W,34TH,PL,
1012 W 59TH ST,1012,W,59TH,ST,
1012 W ARMITAGE,1012,W,ARMITAGE,,
1012 W BELMONT AVE,1012,W,BELMONT,AVE,
1012 W BYRON,1012,W,BYRON,,
1012 W DIVERSEY,1012,W,DIVERSEY,,
1012 W GRANVILLE,1012,W,GRANVILLE,,
1012 W IRVING PARK,1012,W,IRVING,PARK,
1012 W NEWPORT,1012,W,NEWPORT,,
1012 W ROSEMONT,1012,W,ROSEMONT,,
1012 W WEED,1012,W,WEED,,
10131 S WALDEN PARKWAY,10131,S,WALDEN,PARKWAY,
10133 S WALDEN PKWY,10133,S,WALDEN,PKWY,
10134 S HOXIE,10134,S,HOXIE,,
1013 N CALIFORNIA,1013,N,CALIFORNIA,,
1013 N MARSHFIELD,1013,N,MARSHFIELD,,
1013 N ROCKWELL,1013,N,ROCKWELL,,
1013 S DES PLAINES,1013,S,DES PLAINES,,
1013 S LAFLIN,1013,S,LAFLIN,,
1013 S PAULINA,1013,S,PAULINA,,
1013 S RACINE,1013,S,RACINE,,
1013 W AINSLIE/,1013,W,AINSLIE/,,
1013 W ARMITAGE,1013,W,ARMITAGE,,
1013 W BELMONT AVE,1013,W,BELMONT,AVE,
1013 W HUBBARD,1013,W,HUBBARD,,
1013 W IRVING,1013,W,IRVING,,
1013 W SCHOOL,1013,W,SCHOOL,,
1013 W WEBSTER,1013,W,WEBSTER,,
1013 W WINONA,1013,W,WINONA,,
10141 S UNION,10141,S,UNION,,
10141 S WESTERN,10141,S,WESTERN,,
10142 S HOXIE,10142,S,HOXIE,,
10146 S CALUMET,10146,S,CALUMET,,
10147 S LOWE,10147,S,LOWE,,
10149  HOYNE,10149,,HOYNE,,
1014 N ASHLAND AVE,1014,N,ASHLAND,AVE,
1014 N DEARBORN ST,1014,N,DEARBORN,ST,
1014 N HONORE,1014,N,HONORE,,
1014 N LOCKWOOD,1014,N,LOCKWOOD,,
1014 N MILWAUKEE,1014,N,MILWAUKEE,,
1014 N NOBLE,1014,N,NOBLE,,
1014 N RIDGEWAY,1014,N,RIDGEWAY,,
1014 S MASON,1014,S,MASON,,
1014 S MONITOR,1014,S,MONITOR,,
1014 S WELLS,1014,S,WELLS,,
1014 W ARYGLE,1014,W,ARYGLE,,
1014 W BELMONT AVE,1014,W,BELMONT,AVE,
1014 W BYRON,1014,W,BYRON,,
1014 W CATALPA,1014,W,CATALPA,,
1014 W DAKIN,1014,W,DAKIN,,
1014 W GEORGE ST,1014,W,GEORGE,ST,
1014 W IRVING PARK,1014,W,IRVING,PARK,
1014 W OAKDALE,1014,W,OAKDALE,,
1014 W SCHOOL,1014,W,SCHOOL,,
1014 W TAYLOR,1014,W,TAYLOR,,
1014 W TILDEN,1014,W,TILDEN,,
10151 S YALE,10151,S,YALE,,
10156 S KING DR,10156,S,KING,DR,
10157 S CARPENTER,10157,S,CARPENTER,,
10157 S WALDEN PRKWY,10157,S,WALDEN PRKWY,,
10157 S YALE,10157,S,YALE,,
10159 S OGLESBY,10159,S,OGLESBY,,
1015 E 40TH ST,1015,E,40TH,ST,
1015 E 47 STREET,1015,E,47,STREET,
1015 E 52ND ST,1015,E,52ND,ST,
1015 N ASHLAND AVE,1015,N,ASHLAND,AVE,
1015 N CALIFORNIA,1015,N,CALIFORNIA,,
1015 N CAMPBELL,1015,N,CAMPBELL,,
1015 N CLARK,1015,N,CLARK,,
1015 N DEARBORN ST,1015,N,DEARBORN,ST,
1015 N MILWAUKEE,1015,N,MILWAUKEE,,
1015 N ORLEANS,1015,N,ORLEANS,,
1015 N SPRINGFIELD,1015,N,SPRINGFIELD,,
1015 N WASHTENAW,1015,N,WASHTENAW,,
1015 N WELLS,1015,N,WELLS,,
1015 S LAFLIN,1015,S,LAFLIN,,
1015 S WABASH,1015,S,WABASH,,
1015 S WELLS,1015,S,WELLS,,
1015 W ARMITAGE,1015,W,ARMITAGE,,
1015 W BELDEN,1015,W,BELDEN,,
1015 W BELMONT AVE,1015,W,BELMONT,AVE,
1015 W DIVERSEY,1015,W,DIVERSEY,,
1015 W FULLERTON AVE,1015,W,FULLERTON,AVE,
1015 W GRANVILLE,1015,W,GRANVILLE,,
1015 W MADISON ST,1015,W,MADISON,ST,
1015 W POLK,1015,W,POLK,,
1015 W ROOSEVELT,1015,W,ROOSEVELT,,
1015 W ROSCOE,1015,W,ROSCOE,,
1015 W ROSEMONT,1015,W,ROSEMONT,,
1015 W WASHINGTON BLVD,1015,W,WASHINGTON,BLVD,
1015 W WELLINGTON,1015,W,WELLINGTON,,
1016 N CALIFORNIA,1016,N,CALIFORNIA,,
1016 N CAMPBELL,1016,N,CAMPBELL,,
1016 N DEARBORN,1016,N,DEARBORN,,
1016 N HONORE,1016,N,HONORE,,
1016 N LARRABEE,1016,N,LARRABEE,,
1016 N MASON,1016,N,MASON,,
1016 N MONITOR,1016,N,MONITOR,,
1016 N PARKSIDE,1016,N,PARKSIDE,,
1016  ROCKWELL,1016,,ROCKWELL,,
1016 S LAFLIN,1016,S,LAFLIN,,
1016 W ALTGELD,1016,W,ALTGELD,,
1016 W ARGYLE,1016,W,ARGYLE,,
1016 W ARMITAGE,1016,W,ARMITAGE,,
1016 W BARRY,1016,W,BARRY,,
1016 W BELMONT AVE,1016,W,BELMONT,AVE,
1016 W GLENLAKE,1016,W,GLENLAKE,,
1016 W GRACE,1016,W,GRACE,,
1016 W GRANVILLE,1016,W,GRANVILLE,,
1016 W IRVING PARK,1016,W,IRVING,PARK,
1016 W ROSCOE,1016,W,ROSCOE,,
1016 W WOLFRAM,1016,W,WOLFRAM,,
1017 N CLARK,1017,N,CLARK,,
1017 N LARRABEE,1017,N,LARRABEE,,
1017 N LECLAIRE,1017,N,LECLAIRE,,
1017 S HERMITAGE,1017,S,HERMITAGE,,
1017 S PAULINA,1017,S,PAULINA,,
1017 W ALTGELD,1017,W,ALTGELD,,
1017 W BELMONT AVE,1017,W,BELMONT,AVE,
1017 W CLARK,1017,W,CLARK,,
1017 W DAKIN,1017,W,DAKIN,,
1017 W GEORGE ST,1017,W,GEORGE,ST,
1017 W IRVING,1017,W,IRVING,,
1017 W IRVING PK,1017,W,IRVING,PK,
1017 W LILL,1017,W,LILL,,
1017 W SCHOOL,1017,W,SCHOOL,,
1017 W TAYLOR,1017,W,TAYLOR,,
1018  18TH ST,1018,,18TH,ST,
1018 N ARMITAGE,1018,N,ARMITAGE,,
1018 N ASHLAND AVE,1018,N,ASHLAND,AVE,
1018 N DEARBORN ST,1018,N,DEARBORN,ST,
1018 N HERMITAGE,1018,N,HERMITAGE,,
1018 N LARRABEE,1018,N,LARRABEE,,
1018 N RICHMOND,1018,N,RICHMOND,,
1018 S HERMITAGE,1018,S,HERMITAGE,,
1018 S MENARD,1018,S,MENARD,,
1018 S PAULINA,1018,S,PAULINA,,
1018 S WABASH,1018,S,WABASH,,
1018 W 104TH ST,1018,W,104TH,ST,
1018 W ARMITAGE,1018,W,ARMITAGE,,
1018 W BELMONT AVE,1018,W,BELMONT,AVE,
1018 W CATALPA,1018,W,CATALPA,,
1018 W GRACE,1018,W,GRACE,,
1018 W SCHOOL,1018,W,SCHOOL,,
1018 W WOLFRAM,1018,W,WOLFRAM,,
1019  DEVON,1019,,DEVON,,
1019 E 56TH ST,1019,E,56TH,ST,
1019 N DEARBORN ST,1019,N,DEARBORN,ST,
1019 N LARRABEE,1019,N,LARRABEE,,
1019 N LEAMINGTON,1019,N,LEAMINGTON,,
1019 N SPAULDING,1019,N,SPAULDING,,
1019 N TRUMBULL,1019,N,TRUMBULL,,
1019 S MAY,1019,S,MAY,,
1019 S RACINE,1019,S,RACINE,,
1019 S STATE,1019,S,STATE,,
1019 S WABASH,1019,S,WABASH,,
1019 W 78TH,1019,W,78TH,,
1019 W ARMITAGE,1019,W,ARMITAGE,,
1019 W DIVERSEY,1019,W,DIVERSEY,,
1019 W GRAND AVE,1019,W,GRAND,AVE,
1019 W MADISON,1019,W,MADISON,,
1019 W NEWPORT,1019,W,NEWPORT,,
1019 W WASHINGTON BLVD,1019,W,WASHINGTON,BLVD,
1019 W WINONA,1019,W,WINONA,,
101 E 47TH ST,101,E,47TH,ST,
101 E 51ST ST,101,E,51ST,ST,
101 E CHESTNUT,101,E,CHESTNUT,,
101 E CULLERTON,101,E,CULLERTON,,
101 E ERIE,101,E,ERIE,,
101 E OAK,101,E,OAK,,
101 E PEARSON,101,E,PEARSON,,
101 E WACKER,101,E,WACKER,,
101 E WALTON,101,E,WALTON,,
101 E WALTON ST,101,E,WALTON,ST,
101 N CENTRAL PARK,101,N,CENTRAL PARK,,
101 N CLARK,101,N,CLARK,,
101 N DEARBORN ST,101,N,DEARBORN,ST,
101 N FRANKLIN,101,N,FRANKLIN,,
101 N MAY,101,N,MAY,,
101 N STATE,101,N,STATE,,
101 N WACKER,101,N,WACKER,,
101 N WELLS,101,N,WELLS,,
101 S CLARK,101,S,CLARK,,
101 S CLINTON,101,S,CLINTON,,
101 S CLINTON ST,101,S,CLINTON,ST,
101 S KOSTNER,101,S,KOSTNER,,
101 S PARKSIDE,101,S,PARKSIDE,,
101 S RACINE,101,S,RACINE,,
101 S STATE,101,S,STATE,,
101 S WABASH,101,S,WABASH,,
101 W 93RD ST,101,W,93RD,ST,
101 W DIVISION,101,W,DIVISION,,
101 W ELM,101,W,ELM,,
101 W ERIE,101,W,ERIE,,
101 W GRAND AVE,101,W,GRAND,AVE,
101 W HUBBARD,101,W,HUBBARD,,
101 W MAPLE,101,W,MAPLE,,
101 W OHIO,101,W,OHIO,,
101 W RANDOLPH,101,W,RANDOLPH,,
101 W ROSEMONT,101,W,ROSEMONT,,
101 W SCHILLER,101,W,SCHILLER,,
101 W SUPERIOR,101,W,SUPERIOR,,
101 W WASHINGTON,101,W,WASHINGTON,,
10200 S NORMAL,10200,S,NORMAL,,
10200 S WESTERN,10200,S,WESTERN,,
10201 W DIVERSEY,10201,W,DIVERSEY,,
10202 S PEORIA,10202,S,PEORIA,,
10203 S SANGAMON,10203,S,SANGAMON,,
10204 S EMERALD,10204,S,EMERALD,,
10204 S LAFAYETTE,10204,S,LAFAYETTE,,
10205 S EMERALD,10205,S,EMERALD,,
1020  80TH ST,1020,,80TH,ST,
10208 S CHARLES,10208,S,CHARLES,,
10208 S LA SALLE ST,10208,S,LA SALLE,ST,
1020  BALMORAL,1020,,BALMORAL,,
1020  DEVON,1020,,DEVON,,
1020 N DEARBORN,1020,N,DEARBORN,,
1020 N HONORE,1020,N,HONORE,,
1020 N PULASKI,1020,N,PULASKI,,
1020 N WASHINGTON,1020,N,WASHINGTON,,
1020 N WELLS,1020,N,WELLS,,
1020 S DAMEN,1020,S,DAMEN,,
1020 S PAULINA,1020,S,PAULINA,,
1020 S WABASH,1020,S,WABASH,,
1020 W 47TH ST,1020,W,47TH,ST,
1020 W ARDMORE,1020,W,ARDMORE,,
1020 W ARGYLE,1020,W,ARGYLE,,
1020 W BARRY,1020,W,BARRY,,
1020 W BELMONT AVE,1020,W,BELMONT,AVE,
1020 W CATALPA,1020,W,CATALPA,,
1020 W DIVERSEY,1020,W,DIVERSEY,,
1020 W DIVERSEY PARKWAY,1020,W,DIVERSEY,PARKWAY,
1020 W GRACE,1020,W,GRACE,,
1020 W LASALLE,1020,W,LASALLE,,
1020 W LILL,1020,W,LILL,,
1020 W MONROE,1020,W,MONROE,,
1020 W MONTROSE,1020,W,MONTROSE,,
1020 W ROOSEVELT,1020,W,ROOSEVELT,,
1020 W SUNNYSIDE,1020,W,SUNNYSIDE,,
1020 W WILSON,1020,W,WILSON,,
10210 S CARPENTER,10210,S,CARPENTER,,
10210 S HALE,10210,S,HALE,,
10211 S MORGAN,10211,S,MORGAN,,
10212 S WALDEN PKWY,10212,S,WALDEN,PKWY,
10216 S EWING,10216,S,EWING,,
10217 S AVE M,10217,S,M,,AVE
10217 S VERNON,10217,S,VERNON,,
10218 S PEORIA,10218,S,PEORIA,,
1021  ARDMORE,1021,,ARDMORE,,
1021 E 62ST,1021,E,62ST,,
1021 N CAMPBELL,1021,N,CAMPBELL,,
1021 N CLARK,1021,N,CLARK,,
1021 N DEARBORN ST,1021,N,DEARBORN,ST,
1021 N KILDARE,1021,N,KILDARE,,
1021 N LAVERGNE,1021,N,LAVERGNE,,
1021 N LAWNDALE,1021,N,LAWNDALE,,
1021 N MARSHFIELD,1021,N,MARSHFIELD,,
1021 N ROCKWELL,1021,N,ROCKWELL,,
1021 S CLAREMONT,1021,S,CLAREMONT,,
1021 S HERMITAGE,1021,S,HERMITAGE,,
1021 S LAFLIN,1021,S,LAFLIN,,
1021 S RACINE,1021,S,RACINE,,
1021 S STATE,1021,S,STATE,,
1021 S WABASH,1021,S,WABASH,,
1021 W 18TH,1021,W,18TH,,
1021 W 34TH PL,1021,W,34TH,PL,
1021 W 59TH,1021,W,59TH,,
1021 W ARGYLE,1021,W,ARGYLE,,
1021 W ARMITAGE,1021,W,ARMITAGE,,
1021 W BELMONT,1021,W,BELMONT,,
1021 W BELMONT AVE,1021,W,BELMONT,AVE,
1021 W CATALPA,1021,W,CATALPA,,
1021 W CLIFTON AVE,1021,W,CLIFTON,AVE,
1021 W DIVERSEY,1021,W,DIVERSEY,,
1021 W GLENLAKE,1021,W,GLENLAKE,,
1021 W GRACE,1021,W,GRACE,,
1021 W IRVING,1021,W,IRVING,,
1021 W LAWRENCE,1021,W,LAWRENCE,,
1021 W LELAND,1021,W,LELAND,,
1021 W LOREL,1021,W,LOREL,,
1021 W MONTANA,1021,W,MONTANA,,
1021 W ROSCOE,1021,W,ROSCOE,,
1021 W THORNDALE,1021,W,THORNDALE,,
1021 W VERNON PARK PLACE,1021,W,VERNON PARK,PLACE,
1021 W WASHINGTON,1021,W,WASHINGTON,,
1021 W WEBSTER,1021,W,WEBSTER,,
1021 W WELLINGTON,1021,W,WELLINGTON,,
1021 W WOLFRAM,1021,W,WOLFRAM,,
10220 N MAGNOLIA,10220,N,MAGNOLIA,,
10220 S PRAIRIE,10220,S,PRAIRIE,,
10225 S LAFAYETTE,10225,S,LAFAYETTE,,
10227 S WOOD,10227,S,WOOD,,
10229 S INDIANA,10229,S,INDIANA,,
1022 N MARSHFIELD,1022,N,MARSHFIELD,,
1022 N WELLS,1022,N,WELLS,,
1022 S PAULINA,1022,S,PAULINA,,
1022 S RACINE,1022,S,RACINE,,
1022 S WABASH,1022,S,WABASH,,
1022 W 81ST,1022,W,81ST,,
1022 W ARGYLE,1022,W,ARGYLE,,
1022 W ARMITAGE,1022,W,ARMITAGE,,
1022 W BELDEN,1022,W,BELDEN,,
1022 W BELMONT AVE,1022,W,BELMONT,AVE,
1022 W BERWYN,1022,W,BERWYN,,
1022 W BYRON,1022,W,BYRON,,
1022 W DAKIN,1022,W,DAKIN,,
1022 W DIVERSEY,1022,W,DIVERSEY,,
1022 W GEORGE,1022,W,GEORGE,,
1022 W GEORGE ST,1022,W,GEORGE,ST,
1022 W GRANVILLE,1022,W,GRANVILLE,,
1022 W LELAND,1022,W,LELAND,,
1022 W MONTANA,1022,W,MONTANA,,
1022 W NEWPORT,1022,W,NEWPORT,,
1022 W ROSCOE,1022,W,ROSCOE,,
1022 W VERNON PARK PLACE,1022,W,VERNON PARK,PLACE,
1022 W WILSON AVE,1022,W,WILSON,AVE,
10230 S MORGAN,10230,S,MORGAN,,
10231 S LASALLE,10231,S,LASALLE,,
10231 S PROSPECT,10231,S,PROSPECT,,
10231 S WALDENPKWY,10231,S,WALDENPKWY,,
10232 S EWING,10232,S,EWING,,
10232 S PEORIA,10232,S,PEORIA,,
10233 S WHIPPLE,10233,S,WHIPPLE,,
10236 S SANGAMON,10236,S,SANGAMON,,
10236 S VINCENNES,10236,S,VINCENNES,,
10238 S CALUMET,10238,S,CALUMET,,
10239 S MALTA,10239,S,MALTA,,
1023 N DEARBORN,1023,N,DEARBORN,,
1023 N DEARBORN ST,1023,N,DEARBORN,ST,
1023 N HOYNE,1023,N,HOYNE,,
1023 N MASSASOIT,1023,N,MASSASOIT,,
1023 N RUSH,1023,N,RUSH,,
1023 N WOLFRAM,1023,N,WOLFRAM,,
1023 S HERMITAGE,1023,S,HERMITAGE,,
1023 S LYTLE,1023,S,LYTLE,,
1023 S MONITOR,1023,S,MONITOR,,
1023 S OAKLEY BOULEVARD,1023,S,OAKLEY,BOULEVARD,
1023 S PAULINA,1023,S,PAULINA,,
1023 S STATE,1023,S,STATE,,
1023 S WABASH,1023,S,WABASH,,
1023 W ALTGELD,1023,W,ALTGELD,,
1023 W ARGYLE,1023,W,ARGYLE,,
1023 W ARMITAGE,1023,W,ARMITAGE,,
1023 W BELDEN,1023,W,BELDEN,,
1023 W FULLERTON AVE,1023,W,FULLERTON,AVE,
1023 W GRANVILLE,1023,W,GRANVILLE,,
1023 W IRVING,1023,W,IRVING,,
1023 W LELAND,1023,W,LELAND,,
1023 W NEWPORT,1023,W,NEWPORT,,
1023 W OAKDALE,1023,W,OAKDALE,,
1023 W TILDEN ST,1023,W,TILDEN,ST,
1023 W WASHINGTON,1023,W,WASHINGTON,,
10242 S HALSTED,10242,S,HALSTED,,
10244 S PRINCETON,10244,S,PRINCETON,,
10245 S MICHIGAN,10245,S,MICHIGAN,,
10247 S CALUMET,10247,S,CALUMET,,
10247 S WALDEN PKWAY,10247,S,WALDEN,PKWAY,
1024 N DEARBORN ST,1024,N,DEARBORN,ST,
1024 N HONORE,1024,N,HONORE,,
1024 N LAVERGNE,1024,N,LAVERGNE,,
1024 N LOCKWOOD,1024,N,LOCKWOOD,,
1024 N WELLS,1024,N,WELLS,,
1024 S MASON,1024,S,MASON,,
1024 S WELLS,1024,S,WELLS,,
1024 W ALTGELD,1024,W,ALTGELD,,
1024 W ARGYLE,1024,W,ARGYLE,,
1024 W BELMONT AVE,1024,W,BELMONT,AVE,
1024 W CATALPA,1024,W,CATALPA,,
1024 W MONROE,1024,W,MONROE,,
1024 W NEWPORT,1024,W,NEWPORT,,
1024 W OAKDALE,1024,W,OAKDALE,,
1024 W SCHOOL,1024,W,SCHOOL,,
1024 W SUNNYSIDE,1024,W,SUNNYSIDE,,
1024 W WAVELAND,1024,W,WAVELAND,,
10251 S MICHIGAN AVE,10251,S,MICHIGAN,AVE,
10253 S COTTAGE GROVE,10253,S,COTTAGE GROVE,,
10253 S MICHIGAN,10253,S,MICHIGAN,,
10253 S OGLESBY,10253,S,OGLESBY,,
10254 S PROSPECT,10254,S,PROSPECT,,
10255 S AVE N,10255,,S,AVE,N
10255 S MICHIGAN,10255,S,MICHIGAN,,
10257 S MICHIGAN,10257,S,MICHIGAN,,
10259 S MICHIGAN,10259,S,MICHIGAN,,
1025 N CLARK,1025,N,CLARK,,
1025 N DEARBORN ST,1025,N,DEARBORN,ST,
1025 N HONORE,1025,N,HONORE,,
1025 N MARSHFIELD,1025,N,MARSHFIELD,,
1025 N MONITOR,1025,N,MONITOR,,
1025 N WOOD,1025,N,WOOD,,
1025 S ELIZABETH,1025,S,ELIZABETH,,
1025 S MAYFIELD,1025,S,MAYFIELD,,
1025 W ARGYLE,1025,W,ARGYLE,,
1025 W BELDEN,1025,W,BELDEN,,
1025 W BELMONT AVE,1025,W,BELMONT,AVE,
1025 W DIVERSEY,1025,W,DIVERSEY,,
1025 W DIVERSEY PARKWAY,1025,W,DIVERSEY,PARKWAY,
1025 W FRY,1025,,W,FRY,
1025 W GEORGE ST,1025,W,GEORGE,ST,
1025 W IRVING,1025,W,IRVING,,
1025 W JACKSON,1025,W,JACKSON,,
1025 W LELAND,1025,W,LELAND,,
1025 W ROSCOE,1025,W,ROSCOE,,
1025 W SUNNYSIDE AVE,1025,W,SUNNYSIDE,AVE,
1025 W TAYLOR,1025,W,TAYLOR,,
1025 W WILLOW,1025,W,WILLOW,,
1026 E 57TH ST,1026,E,57TH,ST,
1026 N HERMITAGE,1026,N,HERMITAGE,,
1026 N KEYSTONE,1026,N,KEYSTONE,,
1026 N MARSHFIELD,1026,N,MARSHFIELD,,
1026 N WINCHESTER,1026,N,WINCHESTER,,
1026 S DAMEN,1026,S,DAMEN,,
1026 S HOYNE,1026,S,HOYNE,,
1026 S MAY,1026,S,MAY,,
1026 W AINSLIE,1026,W,AINSLIE,,
1026 W BUENA,1026,W,BUENA,,
1026 W DAKIN,1026,W,DAKIN,,
1026 W IRVING PARK ROAD,1026,W,IRVING PARK,ROAD,
1026 W ROSCOE,1026,W,ROSCOE,,
1026 W WILSON,1026,W,WILSON,,
1026 W WILSON AVE,1026,W,WILSON,AVE,
1027 N CROSBY,1027,N,CROSBY,,
1027 N HONORE,1027,N,HONORE,,
1027 N LAKE SHORE DR,1027,N,LAKE SHORE,DR,
1027 N LASALLE,1027,N,LASALLE,,
1027 N MILWAUKEE,1027,N,MILWAUKEE,,
1027 N RIDGEWAY,1027,N,RIDGEWAY,,
1027 N ST LOUIS,1027,N,ST LOUIS,,
1027 S MAY,1027,S,MAY,,
1027 S MAYFIELD,1027,S,MAYFIELD,,
1027 S RACINE,1027,S,RACINE,,
1027 W 107TH PLACE,1027,W,107TH,PLACE,
1027 W BYRON,1027,W,BYRON,,
1027 W CATALPA,1027,W,CATALPA,,
1027 W LELAND,1027,W,LELAND,,
1027 W MADISON,1027,W,MADISON,,
1027 W MONTANA,1027,W,MONTANA,,
1027 W MONTROSE AVE,1027,W,MONTROSE,AVE,
1027 W NEWPORT,1027,W,NEWPORT,,
1027 W WELLINGTON,1027,W,WELLINGTON,,
10289 W ROSEMONT,10289,W,ROSEMONT,,
1028 E 62ND,1028,E,62ND,,
1028 N CLARK,1028,N,CLARK,,
1028 N DEARBORN ST,1028,N,DEARBORN,ST,
1028 N HONORE,1028,N,HONORE,,
1028 N LASALLE,1028,N,LASALLE,,
1028 N LOCKWOOD,1028,N,LOCKWOOD,,
1028 N OAKLEY,1028,N,OAKLEY,,
1028 N RUSH,1028,N,RUSH,,
1028 N WOLCOTT,1028,N,WOLCOTT,,
1028 S HERMITAGE,1028,S,HERMITAGE,,
1028 S LOOMIS,1028,S,LOOMIS,,
1028 S MASON,1028,S,MASON,,
1028 S OAKLEY BLVD,1028,S,OAKLEY,BLVD,
1028 S OAKLEY BOULEVARD,1028,S,OAKLEY,BOULEVARD,
1028 S WABASH,1028,S,WABASH,,
1028 S WELLS,1028,S,WELLS,,
1028 W BYRON,1028,W,BYRON,,
1028 W CATALPA,1028,W,CATALPA,,
1028 W GRANVILLE,1028,W,GRANVILLE,,
1028 W MONTROSE,1028,W,MONTROSE,,
1028 W QUINCY,1028,W,QUINCY,,
1028 W RUSH,1028,W,RUSH,,
1028 W WAVELAND,1028,W,WAVELAND,,
1029 E 47TH ST,1029,E,47TH,ST,
1029 N CLARK,1029,N,CLARK,,
1029 N DEARBORN,1029,N,DEARBORN,,
1029 N DEARBORN ST,1029,N,DEARBORN,ST,
1029 N MENARD,1029,N,MENARD,,
1029 N PARKSIDE,1029,N,PARKSIDE,,
1029 N RUSH,1029,N,RUSH,,
1029 N WALLER,1029,N,WALLER,,
1029 N WINCHESTER,1029,N,WINCHESTER,,
1029 W 101ST,1029,W,101ST,,
1029 W ALTGELD,1029,W,ALTGELD,,
1029 W DAKIN,1029,W,DAKIN,,
1029 W DIVERSEY PARKWAY,1029,W,DIVERSEY,PARKWAY,
1029 W GRANVILLE,1029,W,GRANVILLE,,
1029 W MONTANA,1029,W,MONTANA,,
1029 W ROSEMONT,1029,W,ROSEMONT,,
102  COLUMBUS DR,102,,COLUMBUS,DR,
102 E 14TH,102,E,14TH,,
102 E 47TH,102,E,47TH,,
102 E 47TH ST,102,E,47TH,ST,
102 E CULLERTON,102,E,CULLERTON,,
102 E PEARSON,102,E,PEARSON,,
102 N CALIFORNIA,102,N,CALIFORNIA,,
102 N LOTUS,102,N,LOTUS,,
102 N MAYFIELD,102,N,MAYFIELD,,
102 N WABASH,102,N,WABASH,,
102 N WELLS,102,N,WELLS,,
102 S CLARK,102,S,CLARK,,
102 S CLINTON,102,S,CLINTON,,
102 S CLINTON ST,102,S,CLINTON,ST,
102 S COLUMBUS,102,S,COLUMBUS,,
102 S DEARBORN,102,S,DEARBORN,,
102 S LOCKWOOD,102,S,LOCKWOOD,,
102 S STETS,102,S,STETS,,
102  WELLS,102,,WELLS,,
102 W ELM,102,W,ELM,,
102 W FRANKLIN,102,W,FRANKLIN,,
102 W HURON,102,W,HURON,,
102 W ILLINOIS,102,W,ILLINOIS,,
102 W SUPERIOR,102,W,SUPERIOR,,
10300 S ABERDEEN,10300,S,ABERDEEN,,
10300 S CHURCH ST,10300,S,CHURCH,ST,
10300 S CORLISS,10300,S,CORLISS,,
10300 S EBERHART,10300,S,EBERHART,,
10300 S EWING,10300,S,EWING,,
10300 S HALSTED,10300,S,HALSTED,,
10300 S LOWE,10300,S,LOWE,,
10300 S MICHIGAN,10300,S,MICHIGAN,,
10300 S MICIHGANAVE,10300,S,MICIHGANAVE,,
10300 S NORMAL,10300,S,NORMAL,,
10300 S PRINCETON,10300,S,PRINCETON,,
10300 S RHODES,10300,S,RHODES,,
10300 S TORRENCE,10300,S,TORRENCE,,
10300 S VINCENNES,10300,S,VINCENNES,,
10300 S WOODLAWN,10300,S,WOODLAWN,,
10301 N MAYFIELD,10301,N,MAYFIELD,,
10301 S DOTY,10301,S,DOTY,,
10301 S EWING,10301,S,EWING,,
10301 S PEORIA,10301,S,PEORIA,,
10301 S WESTERN,10301,S,WESTERN,,
10302 S MICHIGAN,10302,S,MICHIGAN,,
10303 S EMERALD,10303,S,EMERALD,,
10304 S INDIANA,10304,S,INDIANA,,
10306 S INDIANA,10306,S,INDIANA,,
1030 N AVERS,1030,N,AVERS,,
1030 N CLARK,1030,N,CLARK,,
1030 N HARDING,1030,N,HARDING,,
1030 N ORLEANS,1030,N,ORLEANS,,
1030 N PARKSIDE,1030,N,PARKSIDE,,
1030 N PINE,1030,N,PINE,,
1030 N PULASKI,1030,N,PULASKI,,
1030 N RUSH,1030,N,RUSH,,
1030 N STATE,1030,N,STATE,,
1030 S HERMITAGE,1030,S,HERMITAGE,,
1030 S OAKLEY BOULEVARD,1030,S,OAKLEY,BOULEVARD,
1030 W 79TH ST,1030,W,79TH,ST,
1030 W ALTGELD,1030,W,ALTGELD,,
1030 W ARDMORE,1030,W,ARDMORE,,
1030 W BYRON,1030,W,BYRON,,
1030 W DIVERSEY,1030,W,DIVERSEY,,
1030 W FRY,1030,W,,,FRY
1030 W GLENLAKE,1030,W,GLENLAKE,,
1030 W IRVING PARK ROAD,1030,W,IRVING PARK,ROAD,
1030 W LAWRENCE,1030,W,LAWRENCE,,
1030 W NEWPORT,1030,W,NEWPORT,,
1030 W OAKDALE,1030,W,OAKDALE,,
1030 W SCHOOL,1030,W,SCHOOL,,
